query,expected_drugs
Obat untuk formula hypoallergenic dengan serat prebiotik untukmembantu mendukung kesehatan pencernaan,neocate junior 400 g
Obat untuk serta ditujukan untuk anak usia 1-12 tahun yang memiliki alergi terhadap susu sapi,neocate junior 400 g
Obat untuk protein kedelai,neocate junior 400 g
Obat untuk dan protein makanan lainnya.,neocate junior 400 g
Obat untuk formula bayi untuk keperluan medis khusus untuk bayi usia 0-12 bulan yang mengalami alergi terhadap susu sapi ( hipoalergenik) atau tidak dapat mentoleransi protein.,neocate lcp 400 g
Obat untuk susu formula bayi bubuk untuk bayi usia 6-12 bulan.,"nutribaby royal 2 formula bayi bubuk 400 g,nutribaby royal 2 formula bayi bubuk 800 g"
Obat untuk susu formula bayi untuk keperluan medis khusus usia 0-12 bulan,nutribaby royal pepti junior formula bayi bubuk 400 g
Obat untuk yang ditujukan untuk sindroma malabsorbsi dan alergi protein susu sapi.,nutribaby royal pepti junior formula bayi bubuk 400 g
Obat untuk makanan diet khusus untuk anak usia 1-12 tahun yang mengandung energi 300 kkal/ 200 ml untuk keperluan kesehatan dan membantu kebutuhan anak,"nutrinidrink coklat 200 ml,nutrinidrink vanila 200 ml"
Obat untuk susu untuk anak yang alergi terhadap susu sapi berat ataupun alergi makanan berprotein lainnya.,puramino 400 g
Obat untuk pangan olahan keperluan medis khusus untuk bayi sangat prematur dan / atau bayi berat lahir sangat rendah,"sgm bblr 200 g,sgm bblr 400 g"
Obat untuk susu pertumbuhan untuk anak usia 1-3 tahun. susu ini merupakan nutrisi tepat dari bebelac untuk dukung anak tumbuh hebat.,"bebelac 3 madu susu pertumbuhan bubuk 1000 gr,bebelac 3 madu susu pertumbuhan bubuk 200 gr,bebelac 3 madu susu pertumbuhan bubuk 400 gr,bebelac 3 madu susu pertumbuhan bubuk 800 gr,bebelac 3 vanila susu pertumbuhan bubuk 1000 gr,bebelac 3 vanila susu pertumbuhan bubuk 400 gr,bebelac 3 vanila susu pertumbuhan bubuk 800 gr"
Obat untuk formula soya bayi dengan isolat protein kedelai yang baik untuk bayi usia 6-12 bulan yang alergi terhadap susu sapi.,bebelove gold soya 2 formula soya bayi bubuk 360 g
Obat untuk susu yang berguna untuk mencukupi kebutuhan nutrisi anak usia 1-10 tahun pada masa pertumbuhan dan perkembangan,blenuten vanila 400 g
Obat untuk terutama untuk anak yang selalu pilih-pilih makanan (picky eaters),blenuten vanila 400 g
Obat untuk sedang menjalani latihan,blenuten vanila 400 g
Obat untuk atau sedang dalam masa penyembuhan.,blenuten vanila 400 g
Obat untuk susu formula untuk pertumbuhan anak usia 1-3 tahun,chil kid platinum rasa vanila 800 g
Obat untuk susu formula bayi bubuk untuk bayi usia 0-6 bulan.,"nutribaby royal 1 formula bayi bubuk 400 g,nutribaby royal 1 formula bayi bubuk 800 g"
Obat untuk susu untuk bayi sangat prematur atau bayi dengan berat lahir sangat rendah bagi bayi usia 1-12 bulan.,nutribaby royal prematur 400 g
Obat untuk susu pertumbuhan untuk anak usia 1-3 tahun.,"nutrilon royal 3 madu susu pertumbuhan bubuk 400 gr,nutrilon royal 3 madu susu pertumbuhan bubuk 800 g,nutrilon royal 3 vanila susu pertumbuhan bubuk 400 gr,nutrilon royal 3 vanila susu pertumbuhan bubuk 800 g"
Obat untuk susu pertumbuhan untuk anak usia 3-6 tahun.,"nutrilon royal 4 madu susu pertumbuhan bubuk 800 g,nutrilon royal 4 vanila susu pertumbuhan bubuk 400 g,nutrilon royal 4 vanila susu pertumbuhan bubuk 800 g"
Obat untuk sebagai nutrisi tumbuh kembang anak yang bermasalah makan untuk usia 1-10 tahun,pediasure madu 400 g
Obat untuk sumber nutrisi tunggal atau tambahan untuk anak-anak berusia 1-10 tahun dengan alasan medis untuk sindrom usus pendek,peptamen junior vanila 400 g
Obat untuk malabsorpsi keras,peptamen junior vanila 400 g
Obat untuk pasien dengan penyakit radang usus terbukti dan usus fistula.,peptamen junior vanila 400 g
Obat untuk susu formula untuk bayi usia 0-6 bulan,"bebelove 1 formula bayi bubuk 1800 g,bebelove 1 formula bayi bubuk 200 g,bebelove 1 formula bayi bubuk 400 g,bebelove 1 formula bayi bubuk 800 g"
Obat untuk susu formula untuk bayi usia 6-12 bulan,"bebelove 2 formula bayi bubuk 1800 g,bebelove 2 formula bayi bubuk 200 g,bebelove 2 formula bayi bubuk 400 g,bebelove 2 formula bayi bubuk 800 g"
Obat untuk susu formula untuk bayi usia 0 - 6 bulan sebagai asupan makanan pendamping asi (air susu ibu) agar pertumbuhan dan perkembangan bayi tetap terjaga dan optimal.,enfamil a+1 1800 g
Obat untuk susu formula bayi usia 0 - 6 bulan.,"lactogen 1 180 g,lactogen 1 350 g,lactogen 1 750 g"
Obat untuk susu formula bayi usia 6 - 12 bulan.,"lactogen 2 180 g,lactogen 2 350 g,lactogen 2 750 g"
Obat untuk untuk bayi yang baru lahir dari umur 0-6 bulan,morinaga bmt 200 g
Obat untuk morinaga bmt platinum 800 g diformulasikan khusus untuk bayi usia 0-6 bulan.,morinaga bmt platinum 800 g
Obat untuk formula bayi untuk usia 0-6 bulan untuk melengkapi kebutuhan nutrisi penting bagi anak usia 0-6 bulan dan membantu pertumbuhan serta perkembangan anak 0-6 bulan.,"morinaga bmt 400 g,morinaga bmt 800 g"
Obat untuk susu bubuk untuk anak usia pra sekolah. susu ini merupakan nutrisi tepat dari bebelac untuk dukung anak tumbuh hebat.,"bebelac 4 madu susu bubuk 800 g,bebelac 4 vanila susu bubuk 400 g,bebelac 4 vanila susu bubuk 800 g"
Obat untuk nutrisi lengkap dan seimbang dengan simbiotik untuk anak usia 1 - 10 tahun yang susah makan. membantu mempercepat pertumbuhan dan memenuhi kebutuhan nutrisi pada anak yang susah makan,pediasure vanila 200 g
Obat untuk aktif dan sibuk,pediasure vanila 200 g
Obat untuk serta mempercepat pemulihan selama dan sesudah sakit,pediasure vanila 200 g
Obat untuk susu pertumbuhan untuk anak usia 1-3 tahun. mengandung formula complinutri membantu melengkapi nutrisi si kecil.,"sgm eksplor 1 plus complinutri madu susu pertumbuhan bubuk 150 g,sgm eksplor 1 plus complinutri madu susu pertumbuhan bubuk 400 g,sgm eksplor 1 plus complinutri madu susu pertumbuhan bubuk 600 g,sgm eksplor 1 plus complinutri madu susu pertumbuhan bubuk 900 g,sgm eksplor 1 plus complinutri vanila susu pertumbuhan bubuk 150 g,sgm eksplor 1 plus complinutri vanila susu pertumbuhan bubuk 400 g,sgm eksplor 1 plus complinutri vanila susu pertumbuhan bubuk 600 g,sgm eksplor 1 plus complinutri vanila susu pertumbuhan bubuk 900 g"
Obat untuk susu bubuk untuk anak usia 3-5 tahun. sgm eksplor dengan formula complinutri membantu melengkapi nutrisi si kecil karena mengandung zat-zat gizi yang saling mendukung : 1. minyak ikan,"sgm eksplor 3 plus complinutri cokelat susu bubuk 400 g,sgm eksplor 3 plus complinutri madu susu bubuk 400 g,sgm eksplor 3 plus complinutri madu susu bubuk 900 g,sgm eksplor 3 plus complinutri vanila susu bubuk 400 g,sgm eksplor 3 plus complinutri vanila susu bubuk 900 g"
Obat untuk omega 3,"sgm eksplor 3 plus complinutri cokelat susu bubuk 400 g,sgm eksplor 3 plus complinutri madu susu bubuk 400 g,sgm eksplor 3 plus complinutri madu susu bubuk 900 g,sgm eksplor 3 plus complinutri vanila susu bubuk 400 g,sgm eksplor 3 plus complinutri vanila susu bubuk 900 g,sgm eksplor 5 plus complinutri cokelat susu bubuk 900 g,sgm eksplor 5 plus complinutri madu susu bubuk 400 g,sgm eksplor 5 plus complinutri madu susu bubuk 900 g"
Obat untuk omega 6,"sgm eksplor 3 plus complinutri cokelat susu bubuk 400 g,sgm eksplor 3 plus complinutri madu susu bubuk 400 g,sgm eksplor 3 plus complinutri madu susu bubuk 900 g,sgm eksplor 3 plus complinutri vanila susu bubuk 400 g,sgm eksplor 3 plus complinutri vanila susu bubuk 900 g,sgm eksplor 5 plus complinutri cokelat susu bubuk 900 g,sgm eksplor 5 plus complinutri madu susu bubuk 400 g,sgm eksplor 5 plus complinutri madu susu bubuk 900 g"
Obat untuk zat besi untuk mendukung daya pikir si kecil 2. tinggi protein yang penting untuk mendukung pertumbuhan & perkembangan si kecil 3. kalsium & vitamin d untuk mendukung pembentukan & mempertahankan kepadatan tulang & gigi si kecil 4. vitamin c & zinc untuk mendukung daya tahan tubuh si kecil 5. serat pangan inulin untuk mempertahankan kesehatan saluran cerna si kecil.,"sgm eksplor 3 plus complinutri cokelat susu bubuk 400 g,sgm eksplor 3 plus complinutri madu susu bubuk 400 g,sgm eksplor 3 plus complinutri madu susu bubuk 900 g,sgm eksplor 3 plus complinutri vanila susu bubuk 400 g,sgm eksplor 3 plus complinutri vanila susu bubuk 900 g"
Obat untuk susu bubuk untuk anak usia 5-12 tahun. sgm eksplor dengan formula complinutri membantu melengkapi nutrisi si kecil karena mengandung zat-zat gizi yang saling mendukung : 1. minyak ikan,"sgm eksplor 5 plus complinutri cokelat susu bubuk 900 g,sgm eksplor 5 plus complinutri madu susu bubuk 400 g,sgm eksplor 5 plus complinutri madu susu bubuk 900 g"
Obat untuk zat besi untuk mendukung daya pikir si kecil 2. tinggi protein yang penting untuk mendukung pertumbuhan & perkembangan si kecil 3. kalsium & vitamin d untuk mendukung pembentukan & mempertahankan kepadatan tulang & gigi si kecil 4. vitamin c & zinc untuk mendukung daya tahan tubuh si kecil 5. serat pangan inulin untuk mempertahankan kesehatan saluran cerna si kecil,"sgm eksplor 5 plus complinutri cokelat susu bubuk 900 g,sgm eksplor 5 plus complinutri madu susu bubuk 400 g,sgm eksplor 5 plus complinutri madu susu bubuk 900 g"
Obat untuk informasi obat ini hanya untuk kalangan medis. meringankan asma bronkhial,"erphasal sirup 60 ml,lasal expectorant sirup 100 ml,lasal sirup 100 ml"
Obat untuk bronkhitis khronik,"erphasal sirup 60 ml,fartolin expectorant sirup 100 ml,lasal expectorant sirup 100 ml,lasal sirup 100 ml"
Obat untuk emfisema,"erphasal sirup 60 ml,lasal expectorant sirup 100 ml,lasal sirup 100 ml"
Obat untuk dan kondisi bronkhospastik lain,"erphasal sirup 60 ml,lasal expectorant sirup 100 ml,lasal sirup 100 ml"
Obat untuk informasi obat ini hanya untuk kalangan medis. bronkospasme pada semua jenis asma bronkial,"salbutamol 2 mg 10 tablet,salbutamol 4 mg 10 tablet"
Obat untuk bronkritis kronik,"grafalin 2mg 10 tablet,lasal 2 mg 10 kapsul,salbutamol 2 mg 10 tablet,salbutamol 4 mg 10 tablet,salbuven 4 mg 10 tablet"
Obat untuk dan emfisema,"salbutamol 2 mg 10 tablet,salbutamol 4 mg 10 tablet"
Obat untuk informasi obat ini hanya untuk kalangan medis. dispnea akibat asma bronkhial,"ataroc sirup 60 ml,bicorsan sirup 60 ml"
Obat untuk bronkhitis akut dan kronik,"ataroc 25 mcg 10 tablet,ataroc sirup 60 ml,bicorsan sirup 60 ml"
Obat untuk emfisema paru,"acetin 600 mg 10 tablet effervescent,ataroc sirup 60 ml,l-acys 600 mg 2 tablet effervescent,proterol syrup 25 mcg/5 ml 60 ml"
Obat untuk untuk meringankan dan mengatasi serangan asma bronkial.,neo napacin 4 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. sebagai bronkodilator pada penderita asma bronkial dan bronkitis kronis.,teosal 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. meredakan bronkospasme pada bronkial asma,ventolin expectorant sirup 100 ml
Obat untuk bronkitis kronis,"proterol syrup 25 mcg/5 ml 60 ml,siran forte 10 tablet,ventolin expectorant sirup 100 ml"
Obat untuk & emfisema dan meredakan sumbatan saluran napas.,ventolin expectorant sirup 100 ml
Obat untuk bronkospasme pada semua jenis asma bronkial,"grafalin 2mg 10 tablet,lasal 2 mg 10 kapsul,salbuven 4 mg 10 tablet"
Obat untuk dan emfisema.,"fartolin expectorant sirup 100 ml,grafalin 2mg 10 tablet,lasal 2 mg 10 kapsul,salbuven 4 mg 10 tablet"
Obat untuk informasi obat ini hanya untuk kalangan medis. meredakan gejala rhinitis (radang selaput lendir di hidung) seperti pilek,profilas sirup 60 ml
Obat untuk gatal,"labore sensitive skin care biomerepair barrier revive cream 50 ml,medez krim 50 g,profilas sirup 60 ml"
Obat untuk mata merah atau bengkak dan meredakan gatal mata pada konjungtivitis (radang selaput lendir di mata).,profilas sirup 60 ml
Obat untuk dispnea akibat asma bronkhial,ataroc 25 mcg 10 tablet
Obat untuk emfisema paru.,"ataroc 25 mcg 10 tablet,bicorsan sirup 60 ml"
Obat untuk penyakit2 obstruksi saluran nafas seperti asma bronkhial,euphyllin retard 250 mg 10 tablet
Obat untuk bronkhitis khronis.,euphyllin retard 250 mg 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. asma bronkhial,fartolin expectorant sirup 100 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. untuk pencegahan dan terapi asma kronis.,monarin 10 mg 10 tablet
Obat untuk asma bronkial,"berea sirup 60 ml,lapimuc drops 15 mg/ml 15 ml,molapect 30 mg 10 tablet,mucera drops 15 ml,retaphyl sr 300 mg 10 kaplet"
Obat untuk informasi obat ini hanya untuk kalangan medis. terapi gangguan saluran napas dimana bronkhospasme & sekresi mukus kental yang berlebihan merupakan faktor komplikasi,salbuven expectorant sirup 100 ml
Obat untuk seperti pada asma bronkhial,salbuven expectorant sirup 100 ml
Obat untuk bronkhitis khronis dan emfisema,salbuven expectorant sirup 100 ml
Obat untuk meredakan berbagai gejala yang disebabkan gangguan obstruksi/sumbatan pernafasan pada asma bronkhial,"meptin 50 mcg 10 tablet,meptin mini 25 mcg 10 tablet"
Obat untuk bronkhitis khronis & emfisema paru,"meptin 50 mcg 10 tablet,meptin mini 25 mcg 10 tablet"
Obat untuk informasi obat ini hanya untuk kalangan medis. untuk mengobati bronkospasme akut.,nairet 2.5 mg 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. untuk remisi dari berbagai gejala yang disebabkan oleh gangguan saluran pernapasan obstruktif pada penyakit berikut: asma bronkial,proterol syrup 25 mcg/5 ml 60 ml
Obat untuk bronkitis akut,proterol syrup 25 mcg/5 ml 60 ml
Obat untuk asthmatoid bronchitis.,proterol syrup 25 mcg/5 ml 60 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. penatalaksanaan & pencegahan serangan asma. penatalaksanaan rutin bronkospasme kronis yang tidak responsif terhadap terapi konvensional,ventolin nebules 2.5 mg 5 ampul
Obat untuk informasi obat ini hanya untuk kalangan medis. meredakan serangan atau pencegahan asma ringan,ventolin inhaler 100 mcg 200 doses
Obat untuk sedang atau berat,ventolin inhaler 100 mcg 200 doses
Obat untuk informasi obat ini hanya untuk kalangan medis. pengobatan asma bronkhial,pulmicort 0.5 mg/ml 5 respules
Obat untuk informasi obat ini hanya untuk kalangan medis. terapi reguler untuk asma di mana diperlukan terapi kombinasi inhalasi kortikosteroid dan agonis-beta kerja panjang,symbicort 160 mcg/4.5 mcg turbuhaler 60 dosis
Obat untuk terapi untuk ppok berat dan adanya riwayat eksaserbasi berulang.,symbicort 160 mcg/4.5 mcg turbuhaler 60 dosis
Obat untuk informasi obat ini hanya untuk kalangan medis. untuk mengendalikan reversibel bronkospasma yang disebabkan oleh penyakit jantung maupun asma akut,combivent udv 10 vial
Obat untuk informasi obat ini hanya untuk kalangan medis. untuk mengatasi penyempitan saluran napas (bronkospasme reversibel) yang berhubungan dengan penyakit paru obstruktif kronik (ppok) dan serangan asma akut.,velutine plus inhalasi 2.5 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. untuk terapi rutin penyakit penyumbatan saluran nafas,"seretide diskus 50/250 mcg 60 dosis,seretide inhaler 25/50 mcg 120 dosis"
Obat untuk termasuk asma,"seretide diskus 50/100 mcg 60 dosis,seretide diskus 50/250 mcg 60 dosis,seretide diskus 50/500 mcg 60 dosis,seretide inhaler 25/50 mcg 120 dosis"
Obat untuk ppok termasuk bronkitis kronik & emfisema.,seretide diskus 50/250 mcg 60 dosis
Obat untuk informasi obat ini hanya untuk kalangan medis. penatalaksanaan & pencegahan serangan asma,velutine inhalation solution 2.5 mg
Obat untuk penanganan rutin bronkospasme kronik yang tidak responsif terhadap terapi konvensional,velutine inhalation solution 2.5 mg
Obat untuk informasi obat ini hanya untuk kalangan medis. terapi reguler untuk asma dimana kombinasi inhalasi kortikosteroid & agonis-beta2 'long acting' adalah sesuai,symbicort 80 mcg/4.5 mcg 60 dosis
Obat untuk informasi obat ini hanya untuk kalangan medis. episode asma akut,berotec mdi 100 mcg/puff 10 ml
Obat untuk pencegahan asma yang timbul akibat aktivitas fisik,berotec mdi 100 mcg/puff 10 ml
Obat untuk asma bronkhial & kondisi2 lain dimana terjadi penyempitan saluran pernafasan yang bersifat reversibel,berotec mdi 100 mcg/puff 10 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. meredakan asma ringan,dipsamol inhaler
Obat untuk sedang,dipsamol inhaler
Obat untuk atau berat. penatalaksanaan dan pencegahan serangan asma.,dipsamol inhaler
Obat untuk untuk terapi rutin penyakit penyumbatan saluran nafas,"seretide diskus 50/100 mcg 60 dosis,seretide diskus 50/500 mcg 60 dosis"
Obat untuk pencegahan dan pengobatan gejala obstruksi saluran nafas khronik dengan bronkhospasme reversibel,berodual inhaler
Obat untuk seperti asma bronkhial dan terutama bronkhitis khronik dengan atau tanpa emfisema. terapi bersamaan dengan anti inflamasi harus dipertimbangkan pada pasien a,berodual inhaler
Obat untuk terapi reguler untuk asma pada kondisi berikut ini: asma tidak dapat dikendalikan oleh inhalasi kortikosteroid dan bronkodilator kerja pendek atau penderita asma yang memiliki respon baik terhadap terapi dengan kortikosteroid & bronkodilator kerja panjang.,innovair inhalation solution
